Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,roberta-base,0.7407407407407406,0.625,0.9090909090909092,120.32560300827026
TPC-DI,View-Unionable,prospect_both_0_1_ac4_av,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,38.52320575714111
TPC-DI,View-Unionable,prospect_both_0_1_ac4_av,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,27.20948910713196
TPC-DI,View-Unionable,prospect_both_0_1_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,19.063641786575317
TPC-DI,View-Unionable,prospect_both_0_1_ac4_av,albert-base-v2,0.0,0.0,0.0,34.88277292251587
TPC-DI,View-Unionable,prospect_both_0_1_ac4_av,facebook/bart-base,0.0,0.0,0.0,99.6244809627533
TPC-DI,View-Unionable,prospect_both_0_1_ac4_av,gpt,0.1666666666666666,0.0909090909090909,1.0,26.653028964996334
TPC-DI,View-Unionable,prospect_both_0_1_ac4_av,roberta-base,0.1666666666666666,0.0909090909090909,1.0,46.32037091255188
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,bert-base-uncased,0.9090909090909092,0.8333333333333334,1.0,130.2530701160431
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,distilbert-base-uncased,0.7878787878787877,0.7222222222222222,0.8666666666666667,91.19710493087769
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.7272727272727272,0.6666666666666666,0.8,69.74499678611755
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,albert-base-v2,0.7878787878787877,0.7222222222222222,0.8666666666666667,124.15901589393616
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,facebook/bart-base,0.8484848484848485,0.7777777777777778,0.9333333333333332,319.69445395469666
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,gpt,0.9090909090909092,0.8333333333333334,1.0,84.53255915641785
TPC-DI,View-Unionable,prospect_both_0_70_ac4_av,roberta-base,0.8484848484848485,0.7777777777777778,0.9333333333333332,161.6325421333313
TPC-DI,View-Unionable,prospect_both_0_70_ec_ev,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,144.15643310546875
TPC-DI,View-Unionable,prospect_both_0_70_ec_ev,distilbert-base-uncased,0.606060606060606,0.5555555555555556,0.6666666666666666,97.32571697235107
TPC-DI,View-Unionable,prospect_both_0_70_ec_ev,sentence-transformers/all-MiniLM-L6-v2,0.7878787878787877,0.7222222222222222,0.8666666666666667,73.98187184333801
TPC-DI,View-Unionable,prospect_both_0_70_ec_ev,albert-base-v2,0.5454545454545454,0.5,0.6,133.65897798538208
TPC-DI,View-Unionable,prospect_both_0_70_ec_ev,facebook/bart-base,0.6666666666666666,0.6111111111111112,0.7333333333333333,378.2538928985596
TPC-DI,View-Unionable,prospect_both_0_70_ec_ev,gpt,0.7272727272727272,0.6666666666666666,0.8,95.06701636314392
TPC-DI,View-Unionable,prospect_both_0_70_ec_ev,roberta-base,0.5454545454545454,0.5,0.6,201.93508315086365
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,bert-base-uncased,0.6,0.4285714285714285,1.0,75.20248794555664
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,distilbert-base-uncased,0.3,0.2142857142857142,0.5,52.27864384651184
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.5,0.3571428571428571,0.8333333333333334,35.917157888412476
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,71.68388414382935
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,facebook/bart-base,0.4,0.2857142857142857,0.6666666666666666,174.4011902809143
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,gpt,0.5,0.3571428571428571,0.8333333333333334,44.683605909347534
TPC-DI,View-Unionable,prospect_both_0_30_ac2_av,roberta-base,0.6,0.4285714285714285,1.0,80.03612995147705
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,37.3145170211792
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,27.391137838363647
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,18.61198091506958
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,albert-base-v2,0.0,0.0,0.0,32.667073011398315
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,facebook/bart-base,0.0,0.0,0.0,85.43877291679382
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,gpt,0.1666666666666666,0.0909090909090909,1.0,30.196277618408203
TPC-DI,View-Unionable,prospect_both_0_1_ac5_av,roberta-base,0.1666666666666666,0.0909090909090909,1.0,38.69886612892151
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,81.72227787971497
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,distilbert-base-uncased,0.6666666666666666,0.5625,0.8181818181818182,65.84764695167542
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,sentence-transformers/all-MiniLM-L6-v2,0.6666666666666666,0.5625,0.8181818181818182,51.982882261276245
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,albert-base-v2,0.5185185185185185,0.4375,0.6363636363636364,101.34504008293152
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,facebook/bart-base,0.5925925925925926,0.5,0.7272727272727273,239.7363169193268
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,gpt,0.7407407407407406,0.625,0.9090909090909092,70.4149911403656
TPC-DI,View-Unionable,prospect_both_0_50_ac1_ev,roberta-base,0.5185185185185185,0.4375,0.6363636363636364,115.78469920158386
TPC-DI,View-Unionable,prospect_both_0_70_ac5_av,bert-base-uncased,0.7878787878787877,0.7222222222222222,0.8666666666666667,131.16311812400818
TPC-DI,View-Unionable,prospect_both_0_70_ac5_av,distilbert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,90.55811190605164
